ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_ABORT_LENGTH,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LAST_RETIRE,LATCH,LONG_TXN_RATIO,MAX_ROW_PER_TXN,MAX_RUNTIME,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINIATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 3783379, 0, 0, 113808,0,0,0,0, 348109, 0, 479.784,92146.2, 322.55, 7.36986, 0, 0, 0, 26.022, 70.5046, 326.071, 0, 0, 0, 0, 0, 0, 1381573, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 1083386, 0, 0, 64902,0,0,0,0, 75199, 0, 479.894,425799, 65.4568, 75.2342, 52.7076, 0, 0, 41.5995, 219.103, 92.9881, 0, 0, 0, 0, 0, 14.5083, 6385576, 0, 907194
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 6449744, 0, 0, 57782,0,0,0,0, 88677, 0, 959.769,722693, 333.537, 28.0201, 0, 0, 0, 32.734, 108.976, 557.723, 0, 0, 0, 0, 0, 0, 10837781, 0, 0
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 454316, 0, 0, 495127,0,0,0,0, 616487, 0, 959.981,103824, 188.905, 5.87551, 0, 0, 0, 22.243, 75.1417, 39.0498, 0, 0, 0, 0, 363029514, 635.193, 1557328, 0, 1991542
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 6112588, 0, 0, 61844,0,0,0,0, 99323, 0, 959.76,645428, 361.168, 30.7868, 0, 0, 0, 38.3358, 115.935, 533.849, 0, 0, 0, 0, 0, 0, 9678995, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 7081791, 0, 0, 196011,0,0,0,0, 613096, 0, 959.894,104512, 652.645, 8.6669, 0, 0, 0, 16.8123, 53.0604, 606.556, 0, 0, 0, 0, 380825806, 151.159, 1567507, 0, 1068654
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 9123753, 0, 0, 74958,0,0,0,0, 350260, 0, 959.732,183121, 753.891, 14.0735, 0, 0, 0, 19.4716, 65.1538, 781.079, 0, 0, 0, 0, 0, 0, 2746044, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 3401451, 0, 0, 84853,0,0,0,0, 120850, 0, 959.837,529986, 285.384, 179.923, 131.63, 0, 0, 37.2669, 292.99, 293.567, 0, 0, 0, 0, 0, 96.9565, 7948438, 0, 3843243
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 10187054, 0, 0, 63497,0,0,0,0, 111694, 0, 1439.56,860823, 619.916, 41.3303, 0, 0, 0, 38.5026, 134.389, 899.025, 0, 0, 0, 0, 0, 0, 12908411, 0, 0
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 1100742, 0, 0, 363455,0,0,0,0, 482957, 0, 1439.98,198799, 356.176, 9.87022, 0, 0, 0, 13.0408, 65.3033, 99.2696, 0, 0, 0, 0, 671627380, 925.789, 2981944, 0, 4463271
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 9685890, 0, 0, 66153,0,0,0,0, 121448, 0, 1439.51,791901, 653.972, 41.7313, 0, 0, 0, 45.0993, 145.028, 848.947, 0, 0, 0, 0, 0, 0, 11874450, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 11454357, 0, 0, 161148,0,0,0,0, 629923, 0, 1439.61,152559, 1070.94, 13.3758, 0, 0, 0, 11.9186, 47.9178, 998.331, 0, 0, 0, 0, 532725855, 180.63, 2287760, 0, 1807401
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 13786913, 0, 0, 107954,0,0,0,0, 829965, 0, 1439.4,115949, 1251.72, 17.4827, 0, 0, 0, 25.135, 74.9695, 1211.62, 0, 0, 0, 0, 0, 0, 1738502, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 5112026, 0, 0, 139008,0,0,0,0, 254101, 0, 1439.63,378116, 651.409, 305.465, 242.745, 0, 0, 29.7269, 318.258, 452.042, 0, 0, 0, 0, 0, 203.158, 5670277, 0, 5255200
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9, 0, 0, 0, 15136,0,0,0,0, 15136, 0, 15,66063.9, 0, 0.781061, 0, 0, 0, 0.483985, 8.38518, 0.0260867, 0, 0, 0, 0, 26853670, 0, 990959, 0, 0
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 2753068, 0, 0, 50559,0,0,0,0, 68819, 0, 479.879,465528, 126.914, 16.5686, 0, 0, 0, 25.2852, 74.1459, 237.187, 0, 0, 0, 0, 0, 0, 6981159, 0, 0
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 427364, 0, 0, 175832,0,0,0,0, 203087, 0, 479.988,157597, 64.3394, 7.38687, 0, 0, 0, 20.4169, 76.4587, 36.635, 0, 0, 0, 0, 468061606, 270.404, 2363890, 0, 2073996
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 2336210, 0, 0, 59919,0,0,0,0, 84191, 0, 479.922,380587, 137.911, 16.9751, 0, 0, 0, 33.7774, 90.0885, 201.879, 0, 0, 0, 0, 0, 0, 5707887, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 3114162, 0, 0, 104610,0,0,0,0, 192085, 0, 479.935,166781, 218.265, 7.49867, 0, 0, 0, 18.1594, 59.9208, 269.778, 0, 0, 0, 0, 522485837, 67.5819, 2501374, 0, 980212
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 3935245, 0, 0, 76470,0,0,0,0, 212337, 0, 479.862,151022, 306.681, 8.12203, 0, 0, 0, 19.5162, 62.5908, 340.154, 0, 0, 0, 0, 0, 0, 2264675, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 1356642, 0, 0, 49464,0,0,0,0, 57093, 0, 479.93,560815, 63.8873, 67.8084, 42.4419, 0, 0, 32.6597, 198.723, 115.806, 0, 0, 0, 0, 0, 13.0171, 8410996, 0, 1244502
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 6347856, 0, 0, 58744,0,0,0,0, 91063, 0, 959.595,703825, 339.668, 28.6246, 0, 0, 0, 33.7046, 111.573, 553.316, 0, 0, 0, 0, 0, 0, 10552927, 0, 0
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 455509, 0, 0, 492395,0,0,0,0, 613733, 0, 959.985,104289, 189.724, 5.79644, 0, 0, 0, 24.7183, 71.5385, 39.1396, 0, 0, 0, 0, 365586728, 635.74, 1564313, 0, 1993553
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 5547848, 0, 0, 65964,0,0,0,0, 107137, 0, 959.706,598298, 367.887, 30.3518, 0, 0, 0, 43.8353, 130.367, 483.603, 0, 0, 0, 0, 0, 0, 8971717, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 6995553, 0, 0, 224811,0,0,0,0, 721389, 0, 959.889,88824.3, 660.393, 7.98291, 0, 0, 0, 18.2941, 53.0861, 598.247, 0, 0, 0, 0, 342013096, 153.753, 1332210, 0, 952833
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 9027310, 0, 0, 79347,0,0,0,0, 380418, 0, 959.683,168577, 759.106, 13.1865, 0, 0, 0, 19.9011, 67.7193, 779.886, 0, 0, 0, 0, 0, 0, 2527825, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 3184959, 0, 0, 93709,0,0,0,0, 134271, 0, 959.831,477013, 289.44, 189.554, 142.742, 0, 0, 38.9894, 302.312, 276.247, 0, 0, 0, 0, 0, 99.5769, 7153929, 0, 3533915
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 10129895, 0, 0, 64398,0,0,0,0, 116262, 0, 1439.51,827060, 640.864, 41.5609, 0, 0, 0, 41.9593, 136.051, 892.762, 0, 0, 0, 0, 0, 0, 12401673, 0, 0
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 871805, 0, 0, 466799,0,0,0,0, 617291, 0, 1439.97,155533, 350.952, 8.32735, 0, 0, 0, 15.3077, 69.034, 77.6597, 0, 0, 0, 0, 528378135, 941.362, 2332948, 0, 3531416
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 10252797, 0, 0, 62818,0,0,0,0, 110074, 0, 1439.5,873504, 616.697, 41.03, 0, 0, 0, 37.9177, 134.677, 904.505, 0, 0, 0, 0, 0, 0, 13098011, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 11392068, 0, 0, 189905,0,0,0,0, 781441, 0, 1439.82,122975, 1089.56, 11.8796, 0, 0, 0, 12.94, 46.427, 986.036, 0, 0, 0, 0, 463745545, 185.86, 1844402, 0, 1561071
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 13615419, 0, 0, 93711,0,0,0,0, 674763, 0, 1439.37,142572, 1239.05, 16.7822, 0, 0, 0, 23.4093, 71.8972, 1226.2, 0, 0, 0, 0, 0, 0, 2137640, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 5340305, 0, 0, 128831,0,0,0,0, 235502, 0, 1439.71,407964, 651.489, 297.692, 232.094, 0, 0, 25.6696, 307.203, 465.982, 0, 0, 0, 0, 0, 207.321, 6118222, 0, 5638023
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9, 0, 0, 0, 15147,0,0,0,0, 15147, 0, 15,66015.6, 0, 0.773525, 0, 0, 0, 0.510173, 8.32598, 0.0260451, 0, 0, 0, 0, 26862406, 0, 990235, 0, 0
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9, 0, 0, 0, 14877,0,0,0,0, 14877, 0, 15,67217.5, 0, 0.631742, 0, 0, 0, 0.490104, 8.35556, 0.0633365, 0, 0, 0, 0, 27892753, 0, 1008263, 0, 0
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9, 0, 0, 0, 14994,0,0,0,0, 14994, 0, 15,66689.2, 0, 0.644257, 0, 0, 0, 0.487743, 8.33764, 0.027262, 0, 0, 0, 0, 0, 0, 1000338, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,1,true,YCSB,false,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 2462775, 0, 0, 57836,0,0,0,0, 80156, 0, 479.915,399735, 133.185, 16.8963, 0, 0, 0, 31.3879, 87.6747, 212.81, 0, 0, 0, 0, 0, 0, 5994971, 0, 0
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 688471, 0, 0, 103958,0,0,0,0, 120682, 0, 479.985,265219, 66.4218, 9.3558, 0, 0, 0, 14.5982, 71.778, 58.6865, 0, 0, 0, 0, 697794897, 252.099, 3978154, 0, 3381395
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 2480709, 0, 0, 57615,0,0,0,0, 79283, 0, 479.92,404147, 130.702, 16.714, 0, 0, 0, 29.3328, 87.0472, 214.26, 0, 0, 0, 0, 0, 0, 6061191, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 2944724, 0, 0, 145500,0,0,0,0, 287494, 0, 479.871,111433, 236.734, 6.58176, 0, 0, 0, 21.0506, 61.7837, 253.838, 0, 0, 0, 0, 420370881, 78.5072, 1671040, 0, 721620
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 3917874, 0, 0, 79675,0,0,0,0, 224811, 0, 479.834,142641, 309.419, 8.09372, 0, 0, 0, 19.5286, 63.3973, 338.775, 0, 0, 0, 0, 0, 0, 2138876, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,32,true,YCSB,false,0.9, 1088945, 0, 0, 65238,0,0,0,0, 75532, 0, 479.893,423910, 65.1595, 78.1476, 54.803, 0, 0, 40.7976, 219.597, 93.5991, 0, 0, 0, 0, 0, 15.4129, 6357225, 0, 935996
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 6092522, 0, 0, 61607,0,0,0,0, 98093, 0, 959.752,653485, 356.011, 29.6361, 0, 0, 0, 38.2581, 117.191, 532.866, 0, 0, 0, 0, 0, 0, 9799742, 0, 0
50000,0,true,WOUND_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 670548, 0, 0, 328340,0,0,0,0, 411330, 0, 959.968,155613, 193.584, 7.61613, 0, 0, 0, 19.3376, 71.7321, 57.4596, 0, 0, 0, 0, 512488094, 620.301, 2334117, 0, 2932748
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 6226332, 0, 0, 60294,0,0,0,0, 93940, 0, 959.802,682295, 342.848, 28.7169, 0, 0, 0, 35.425, 115.22, 542.546, 0, 0, 0, 0, 0, 0, 10232315, 0, 0
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 7174385, 0, 0, 170879,0,0,0,0, 519529, 0, 959.894,123324, 643.826, 9.32829, 0, 0, 0, 16.0656, 53.0565, 615.811, 0, 0, 0, 0, 459054038, 146.696, 1849655, 0, 1208740
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 8880317, 0, 0, 140046,0,0,0,0, 817729, 0, 959.625,78464.7, 794.858, 12.2109, 0, 0, 0, 30.1343, 76.1659, 757.661, 0, 0, 0, 0, 0, 0, 1176511, 0, 0
50000,0,true,BAMBOO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,64,true,YCSB,false,0.9, 3317468, 0, 0, 87505,0,0,0,0, 125253, 0, 959.838,511349, 288.761, 185.251, 136.546, 0, 0, 35.0705, 293.495, 287.542, 0, 0, 0, 0, 0, 100.776, 7668944, 0, 3769031
50000,0,true,SILO,false,false,true,true,WR,1,0,false,0.15,LH_MCSLOCK,0,64,15,1000000,0,TOP,0.5,16,true,WR,0,false,100000000,false,96,true,YCSB,false,0.9, 9701573, 0, 0, 66998,0,0,0,0, 120856, 0, 1439.6,795752, 640.107, 42.4615, 0, 0, 0, 44.9599, 142.825, 856.002, 0, 0, 0, 0, 0, 0, 11932954, 0, 0
