ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,FIRST_HS,FIXED_HS,FLIP_RATIO,LATCH,LONG_TXN_RATIO,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_HS,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,POS_HS,READ_PERC,REQ_PER_QUERY,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,YSPECIFIED_RATIO,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_cnt,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,lock_acquire_cnt,lock_directly_cnt,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,8,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 27540,0,0,0,0, 27540, 0, 0, 0, 79.9151,290480, 0, 6.93252, 1.90159, 0, 0, 0, 1.14038, 44.7017, 0.0725492, 0, 0, 0, 0, 0, 0, 1.88732, 2901716, 0, 0, 1350642
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,8,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 92727,0,0,0,0, 92727, 0, 0, 0, 79.9793,86274.3, 0, 2.81368, 0.723164, 0, 0, 0, 1.32383, 43.7316, 0.0541027, 0, 0, 0, 0, 0, 0, 0.0832449, 862520, 0, 0, 94100
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 53379,0,0,0,0, 53379, 0, 0, 0, 160,299740, 0, 24.6386, 14.0117, 0, 0, 0, 0.481256, 39.8878, 0.0704624, 0, 0, 0, 0, 0, 0, 103.919, 2997405, 0, 0, 2997216
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 52276,0,0,0,0, 52276, 0, 0, 0, 159.995,306067, 0, 44.2822, 33.5544, 0, 0, 0, 1.13831, 86.9905, 0.0787849, 0, 0, 0, 0, 0, 0, 32.8013, 3060583, 0, 0, 3043683
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 96267,0,0,0,0, 96267, 0, 0, 0, 159.947,166203, 0, 7.76109, 2.54438, 0, 0, 0, 2.33961, 88.0153, 0.107662, 0, 0, 0, 0, 0, 0, 0.734996, 1661484, 0, 0, 594654
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 122132,0,0,0,0, 122132, 0, 0, 0, 320.001,262011, 0, 24.5495, 14.1419, 0, 0, 0, 0.345608, 41.0992, 0.0626194, 0, 0, 0, 0, 0, 0, 263.425, 2620115, 0, 0, 2619998
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 136925,0,0,0,0, 136925, 0, 0, 0, 320,233704, 0, 106.83, 96.3515, 0, 0, 0, 0.881417, 142.064, 0.06121, 0, 0, 0, 0, 0, 0, 144.803, 2337047, 0, 0, 2336341
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 141364,0,0,0,0, 141364, 0, 0, 0, 319.943,226365, 0, 98.4507, 87.9852, 0, 0, 0, 3.51233, 211.433, 0.137364, 0, 0, 0, 0, 0, 0, 5.42292, 2263241, 0, 0, 2115964
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 317849,0,0,0,0, 317849, 0, 0, 0, 639.978,201353, 0, 17.4443, 7.0808, 0, 0, 0, 0.265133, 36.2691, 0.0514298, 0, 0, 0, 0, 0, 0, 589.426, 2013462, 0, 0, 2013461
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 337101,0,0,0,0, 337101, 0, 0, 0, 639.988,189854, 0, 88.5014, 78.1017, 0, 0, 0, 1.00247, 121.663, 0.0504596, 0, 0, 0, 0, 0, 0, 489.483, 1898505, 0, 0, 1898407
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 535280,0,0,0,0, 535280, 0, 0, 0, 639.951,119564, 0, 516.604, 506.381, 0, 0, 0, 2.87381, 583.033, 0.0588737, 0, 0, 0, 0, 0, 0, 1.53554, 1195543, 0, 0, 945863
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 986035,0,0,0,0, 986035, 0, 0, 0, 1199.94,121699, 0, 117.237, 107.098, 0, 0, 0, 0.282425, 137.538, 0.0429283, 0, 0, 0, 0, 0, 0, 1049.33, 1216938, 0, 0, 1216936
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 1098080,0,0,0,0, 1098080, 0, 0, 0, 1199.96,109282, 0, 1050.61, 1040.52, 0, 0, 0, 0.957266, 1077.9, 0.0348018, 0, 0, 0, 0, 0, 0, 100.681, 1092778, 0, 0, 1090780
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 3135989,0,0,0,0, 3135989, 0, 0, 0, 1199.91,38265.4, 0, 1156.96, 1146.99, 0, 0, 0, 1.34365, 1182.72, 0.0173134, 0, 0, 0, 0, 0, 0, 0.215101, 382627, 0, 0, 11473
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 5570,0,0,0,0, 5570, 0, 0, 0, 10,179517, 0, 0.167396, 0.0440646, 0, 0, 0, 0.353104, 1.52052, 0.0422392, 0, 0, 0, 0, 0, 0, 0, 1795168, 0, 0, 0
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 25627,0,0,0,0, 25627, 0, 0, 0, 10,39021.2, 0, 0.105455, 0.00964829, 0, 0, 0, 0.20154, 1.49551, 0.00961467, 0, 0, 0, 0, 0, 0, 0, 390213, 0, 0, 0
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 106234,0,0,0,0, 106234, 0, 0, 0, 10,9413.17, 0, 0.0908371, 0.00231675, 0, 0, 0, 0.164352, 1.49633, 0.00305785, 0, 0, 0, 0, 0, 0, 0, 94132, 0, 0, 0
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,2,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 7329,0,0,0,0, 7329, 0, 0, 0, 19.9926,272875, 0, 2.11883, 0.589747, 0, 0, 0, 0.410912, 11.4172, 0.0600489, 0, 0, 0, 0, 0, 0, 0.118341, 2727741, 0, 0, 85860
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,2,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 28021,0,0,0,0, 28021, 0, 0, 0, 19.9952,71373.7, 0, 0.799667, 0.20072, 0, 0, 0, 0.301138, 11.2398, 0.0173737, 0, 0, 0, 0, 0, 0, 0.0108553, 713564, 0, 0, 10142
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,2,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 111309,0,0,0,0, 111309, 0, 0, 0, 19.995,17968, 0, 0.42923, 0.0538522, 0, 0, 0, 0.270956, 11.1691, 0.0132738, 0, 0, 0, 0, 0, 0, 0.000314176, 179635, 0, 0, 226
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,4,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 9666,0,0,0,0, 9666, 0, 0, 0, 39.8849,413779, 0, 7.49279, 1.04095, 0, 0, 0, 0.564938, 23.2451, 0.0915658, 0, 0, 0, 0, 0, 0, 1.57014, 4125882, 0, 0, 1250880
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,4,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 23160,0,0,0,0, 23160, 0, 0, 0, 39.9917,172709, 0, 2.2541, 0.491233, 0, 0, 0, 0.617354, 21.8529, 0.0405805, 0, 0, 0, 0, 0, 0, 0.166315, 1726734, 0, 0, 165864
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,4,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 87898,0,0,0,0, 87898, 0, 0, 0, 39.9871,45506.8, 0, 1.28342, 0.261351, 0, 0, 0, 0.639498, 21.5052, 0.0282147, 0, 0, 0, 0, 0, 0, 0.00480932, 454921, 0, 0, 4176
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,8,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 21177,0,0,0,0, 21177, 0, 0, 0, 79.9984,377754, 0, 20.2752, 9.29875, 0, 0, 0, 0.454825, 38.0143, 0.0858747, 0, 0, 0, 0, 0, 0, 24.0187, 3777465, 0, 0, 3767300
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,8,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 27816,0,0,0,0, 27816, 0, 0, 0, 79.9118,287604, 0, 6.87346, 1.87987, 0, 0, 0, 1.21521, 44.6657, 0.0709282, 0, 0, 0, 0, 0, 0, 1.87571, 2872869, 0, 0, 1323554
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,8,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 92753,0,0,0,0, 92753, 0, 0, 0, 79.9721,86250.4, 0, 2.85681, 0.754531, 0, 0, 0, 1.32812, 43.7533, 0.054065, 0, 0, 0, 0, 0, 0, 0.103349, 862203, 0, 0, 117027
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 52944,0,0,0,0, 52944, 0, 0, 0, 160,302204, 0, 24.4839, 13.8652, 0, 0, 0, 0.489689, 39.8223, 0.0712, 0, 0, 0, 0, 0, 0, 103.951, 3022042, 0, 0, 3021963
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 52550,0,0,0,0, 52550, 0, 0, 0, 159.998,304468, 0, 42.8059, 32.0529, 0, 0, 0, 1.22868, 85.3144, 0.0779286, 0, 0, 0, 0, 0, 0, 34.5481, 3044635, 0, 0, 3033366
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 96252,0,0,0,0, 96252, 0, 0, 0, 159.951,166230, 0, 7.80404, 2.57837, 0, 0, 0, 2.30812, 88.0235, 0.107876, 0, 0, 0, 0, 0, 0, 0.739513, 1661795, 0, 0, 608452
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 122652,0,0,0,0, 122652, 0, 0, 0, 320,260900, 0, 22.2635, 11.8876, 0, 0, 0, 0.337789, 38.8973, 0.0627087, 0, 0, 0, 0, 0, 0, 265.678, 2609003, 0, 0, 2608963
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 136722,0,0,0,0, 136722, 0, 0, 0, 319.999,234051, 0, 139.974, 129.455, 0, 0, 0, 0.868144, 175.361, 0.060927, 0, 0, 0, 0, 0, 0, 111.709, 2340501, 0, 0, 2339186
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 142222,0,0,0,0, 142222, 0, 0, 0, 319.937,225000, 0, 99.569, 89.0977, 0, 0, 0, 3.76776, 211.778, 0.140058, 0, 0, 0, 0, 0, 0, 5.7739, 2249563, 0, 0, 2092542
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 321731,0,0,0,0, 321731, 0, 0, 0, 639.991,198924, 0, 17.7836, 7.41337, 0, 0, 0, 0.278765, 36.6237, 0.050841, 0, 0, 0, 0, 0, 0, 589.114, 1989209, 0, 0, 1989207
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 338960,0,0,0,0, 338960, 0, 0, 0, 639.984,188813, 0, 272.257, 261.866, 0, 0, 0, 0.918367, 305.258, 0.0508032, 0, 0, 0, 0, 0, 0, 306.036, 1888082, 0, 0, 1886411
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 522363,0,0,0,0, 522363, 0, 0, 0, 639.954,122520, 0, 513.742, 503.514, 0, 0, 0, 2.27921, 581.606, 0.0594715, 0, 0, 0, 0, 0, 0, 1.55814, 1225113, 0, 0, 1001687
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 1012857,0,0,0,0, 1012857, 0, 0, 0, 1199.84,118477, 0, 35.2543, 25.0968, 0, 0, 0, 0.298538, 54.2244, 0.0419798, 0, 0, 0, 0, 0, 0, 1132.62, 1184608, 0, 0, 1184607
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 1130138,0,0,0,0, 1130138, 0, 0, 0, 1199.83,106182, 0, 998.349, 988.369, 0, 0, 0, 1.02268, 1027.76, 0.0335212, 0, 0, 0, 0, 0, 0, 151.077, 1061662, 0, 0, 1060059
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 3224038,0,0,0,0, 3224038, 0, 0, 0, 1199.88,37220.4, 0, 1158, 1148.2, 0, 0, 0, 1.85399, 1183.22, 0.0165517, 0, 0, 0, 0, 0, 0, 0.120584, 372166, 0, 0, 10655
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 5529,0,0,0,0, 5529, 0, 0, 0, 10,180848, 0, 0.167449, 0.0449963, 0, 0, 0, 0.351291, 1.5315, 0.0425101, 0, 0, 0, 0, 0, 0, 0, 1808483, 0, 0, 0
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 25924,0,0,0,0, 25924, 0, 0, 0, 10,38573.7, 0, 0.103231, 0.00950259, 0, 0, 0, 0.208833, 1.49982, 0.00947123, 0, 0, 0, 0, 0, 0, 0, 385737, 0, 0, 0
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 106718,0,0,0,0, 106718, 0, 0, 0, 10,9370.47, 0, 0.089387, 0.00230505, 0, 0, 0, 0.171928, 1.49664, 0.00305449, 0, 0, 0, 0, 0, 0, 0, 93705, 0, 0, 0
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,2,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 7553,0,0,0,0, 7553, 0, 0, 0, 19.9867,264783, 0, 2.38439, 0.689633, 0, 0, 0, 0.377728, 11.6547, 0.0594549, 0, 0, 0, 0, 0, 0, 0.229992, 2646072, 0, 0, 178849
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,2,false,YCSB,false,0,0, 0, 0, 0, 0, 0, 28219,0,0,0,0, 28219, 0, 0, 0, 19.9954,70872.3, 0, 0.773756, 0.157408, 0, 0, 0, 0.302328, 11.191, 0.0178106, 0, 0, 0, 0, 0, 0, 0.0101082, 708561, 0, 0, 7583
