ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,FIRST_HS,FIXED_HS,FLIP_RATIO,LATCH,LONG_TXN_RATIO,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_HS,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,POS_HS,READ_PERC,REQ_PER_QUERY,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0, 926774, 0, 0, 0, 49197,0,0,0,0, 70557, 0, 159.955,226987, 48.3138, 7.33027, 1.05601, 0, 0, 0, 1.10368, 32.1196, 72.9478, 0, 0, 0, 0, 0, 0, 5.06416, 2269230, 0, 0, 1738324
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 1058585, 0, 0, 0, 158664,0,0,0,0, 203867, 0, 319.934,157048, 70.8061, 85.7955, 73.4477, 0, 0, 0, 0.553723, 111.018, 82.3519, 0, 0, 0, 0, 0, 0, 61.8258, 1570152, 0, 0, 3646268
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 1140567, 0, 0, 0, 48285,0,0,0,0, 90917, 0, 159.973,176142, 74.9359, 4.52136, 0, 0, 0, 0, 1.01059, 22.6462, 90.2692, 0, 0, 0, 0, 0, 704709126, 8.11292, 1761128, 0, 0, 2100195
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 1521153, 0, 0, 0, 124953,0,0,0,0, 179319, 0, 319.972,178534, 96.9071, 7.23993, 0, 0, 0, 0, 0.774053, 23.4681, 118.894, 0, 0, 0, 0, 0, 681612545, 117.322, 1785182, 0, 0, 3825863
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 1173022, 0, 0, 0, 59620,0,0,0,0, 110837, 0, 159.934,144538, 73.7954, 6.88946, 1.12553, 0, 0, 0, 0.784778, 21.6586, 92.885, 0, 0, 0, 0, 0, 0, 2.84199, 1444786, 0, 0, 1235606
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 1342750, 0, 0, 0, 148193,0,0,0,0, 227502, 0, 319.911,140761, 111.37, 43.4125, 31.4205, 0, 0, 0, 0.557136, 64.8377, 104.661, 0, 0, 0, 0, 0, 0, 67.5448, 1407221, 0, 0, 3675272
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,16,false,YCSB,false,0, 869740, 0, 0, 0, 99881,0,0,0,0, 142854, 0, 159.976,112069, 48.056, 2.92823, 0, 0, 0, 0, 0.512844, 12.3874, 68.1885, 0, 0, 0, 0, 0, 445626462, 48.3049, 1120523, 0, 0, 1971101
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 1197760, 0, 0, 0, 170841,0,0,0,0, 250799, 0, 319.98,127637, 101.937, 3.98923, 0, 0, 0, 0, 0.483354, 13.6931, 93.1038, 0, 0, 0, 0, 0, 445928154, 146.849, 1276288, 0, 0, 2946432
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,16,false,YCSB,false,0, 1376128, 0, 0, 0, 70160,0,0,0,0, 197128, 0, 159.928,81311.7, 102.906, 7.09859, 2.02378, 0, 0, 0, 0.631341, 12.7442, 109.556, 0, 0, 0, 0, 0, 0, 1.27081, 812753, 0, 0, 866960
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 2374627, 0, 0, 0, 114349,0,0,0,0, 387940, 0, 319.829,82614.3, 225.41, 13.6247, 3.25534, 0, 0, 0, 0.507366, 19.4053, 187.753, 0, 0, 0, 0, 0, 0, 19.1275, 825701, 0, 0, 3318088
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,16,false,YCSB,false,0, 680434, 0, 0, 0, 138470,0,0,0,0, 199699, 0, 159.984,80153.4, 49.0065, 1.94919, 0, 0, 0, 0, 0.338555, 8.58562, 53.1396, 0, 0, 0, 0, 0, 306514994, 65.7268, 801456, 0, 0, 1625721
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,32,false,YCSB,false,0, 899384, 0, 0, 0, 234117,0,0,0,0, 348451, 0, 319.988,91857.8, 104.941, 2.63116, 0, 0, 0, 0, 0.33633, 9.46869, 69.8381, 0, 0, 0, 0, 0, 310433941, 164.486, 918544, 0, 0, 2273745
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,16,false,YCSB,false,0, 1415532, 0, 0, 0, 79299,0,0,0,0, 259805, 0, 159.919,61712.9, 111.006, 7.71205, 2.8263, 0, 0, 0, 0.390687, 10.1728, 113.482, 0, 0, 0, 0, 0, 0, 1.01547, 616815, 0, 0, 764399
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,32,false,YCSB,false,0, 2544405, 0, 0, 0, 115423,0,0,0,0, 482684, 0, 319.806,66417.7, 243.191, 13.2624, 3.42994, 0, 0, 0, 0.425872, 15.0912, 201.666, 0, 0, 0, 0, 0, 0, 12.7608, 663775, 0, 0, 3113589
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,16,false,YCSB,false,0, 617735, 0, 0, 0, 159741,0,0,0,0, 232222, 0, 159.989,68922.9, 49.8978, 1.61626, 0, 0, 0, 0, 0.26473, 6.73056, 48.0468, 0, 0, 0, 0, 0, 230665442, 72.6023, 689183, 0, 0, 1496643
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,32,false,YCSB,false,0, 694352, 0, 0, 0, 305705,0,0,0,0, 458151, 0, 319.987,69860.4, 106.428, 2.00482, 0, 0, 0, 0, 0.258883, 7.32291, 53.9075, 0, 0, 0, 0, 0, 231691126, 174.973, 698576, 0, 0, 1781464
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,16,false,YCSB,false,0, 1450538, 0, 0, 0, 77851,0,0,0,0, 326653, 0, 159.938,49075.3, 121.747, 9.35885, 4.80636, 0, 0, 0, 0.351008, 8.87878, 116.141, 0, 0, 0, 0, 0, 0, 0.916967, 490562, 0, 0, 731015
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,32,false,YCSB,false,0, 2658312, 0, 0, 0, 115591,0,0,0,0, 546365, 0, 319.88,58654.4, 252.106, 13.0538, 4.44126, 0, 0, 0, 0.351884, 13.0286, 210.328, 0, 0, 0, 0, 0, 0, 10.5217, 586324, 0, 0, 2979171
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0, 454228, 0, 0, 0, 233034,0,0,0,0, 337600, 0, 159.998,47403.5, 49.533, 1.00925, 0, 0, 0, 0, 0.188515, 6.46509, 35.2388, 0, 0, 0, 0, 0, 154895873, 81.7979, 474030, 0, 0, 1372990
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 472629, 0, 0, 0, 445685,0,0,0,0, 676265, 0, 319.997,47325.5, 109.076, 1.15223, 0, 0, 0, 0, 0.188837, 6.85088, 36.6739, 0, 0, 0, 0, 0, 155519705, 181.578, 473251, 0, 0, 1413816
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0, 1000237, 0, 0, 0, 75740,0,0,0,0, 107615, 0, 159.946,148835, 47.256, 12.2179, 4.77115, 0, 0, 0, 0.869047, 38.1414, 78.9411, 0, 0, 0, 0, 0, 0, 6.23943, 1487844, 0, 0, 1893677
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 1080674, 0, 0, 0, 181166,0,0,0,0, 224726, 0, 319.972,142464, 61.8976, 90.6591, 79.8593, 0, 0, 0, 0.600558, 121.394, 84.0508, 0, 0, 0, 0, 0, 0, 59.2658, 1424517, 0, 0, 3423829
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 491292, 0, 0, 0, 216602,0,0,0,0, 313151, 0, 159.996,51106.7, 49.3001, 0.956205, 0, 0, 0, 0, 0.199429, 6.3461, 38.14, 0, 0, 0, 0, 0, 163667891, 80.5685, 511053, 0, 0, 1291997
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 511003, 0, 0, 0, 413325,0,0,0,0, 625796, 0, 320.002,51142.7, 108.615, 1.03477, 0, 0, 0, 0, 0.195297, 6.73467, 39.6306, 0, 0, 0, 0, 0, 162072717, 180.65, 511430, 0, 0, 1369611
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 1237019, 0, 0, 0, 84135,0,0,0,0, 163071, 0, 159.946,98250.2, 77.3104, 8.41071, 2.44854, 0, 0, 0, 0.98181, 24.3784, 98.6677, 0, 0, 0, 0, 0, 0, 3.12058, 982170, 0, 0, 1262324
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 1504096, 0, 0, 0, 173479,0,0,0,0, 301316, 0, 319.843,106324, 135.483, 34.2862, 23.7167, 0, 0, 0, 0.497207, 56.7078, 117.15, 0, 0, 0, 0, 0, 0, 58.0935, 1062719, 0, 0, 3340252
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,16,false,YCSB,false,0, 539352, 0, 0, 0, 194482,0,0,0,0, 281425, 0, 159.998,56868.2, 49.4007, 1.07226, 0, 0, 0, 0, 0.211483, 6.41096, 41.8792, 0, 0, 0, 0, 0, 188051096, 78.1605, 568676, 0, 0, 1379646
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 569811, 0, 0, 0, 371750,0,0,0,0, 560924, 0, 319.997,57056.6, 107.891, 1.15801, 0, 0, 0, 0, 0.217705, 6.91698, 44.1879, 0, 0, 0, 0, 0, 188938109, 178.935, 570561, 0, 0, 1483677
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,16,false,YCSB,false,0, 1407994, 0, 0, 0, 85496,0,0,0,0, 234131, 0, 159.965,68445.1, 101.46, 6.44649, 1.66051, 0, 0, 0, 0.501323, 14.8613, 112.48, 0, 0, 0, 0, 0, 0, 1.42414, 684302, 0, 0, 941248
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 2205035, 0, 0, 0, 143019,0,0,0,0, 455291, 0, 319.865,70378.3, 219.253, 14.537, 5.0871, 0, 0, 0, 0.413683, 24.4998, 174.33, 0, 0, 0, 0, 0, 0, 23.4323, 703487, 0, 0, 3226635
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,16,false,YCSB,false,0, 586650, 0, 0, 0, 174026,0,0,0,0, 251845, 0, 159.995,63550.5, 49.4039, 1.21605, 0, 0, 0, 0, 0.245174, 6.51735, 45.5985, 0, 0, 0, 0, 0, 208279458, 75.4083, 635483, 0, 0, 1463812
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,32,false,YCSB,false,0, 640190, 0, 0, 0, 331991,0,0,0,0, 498552, 0, 319.992,64197.4, 106.867, 1.36342, 0, 0, 0, 0, 0.238857, 7.03066, 49.6917, 0, 0, 0, 0, 0, 210246975, 177.048, 641958, 0, 0, 1655257
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0.5,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,16,false,YCSB,false,0, 1440382, 0, 0, 0, 84245,0,0,0,0, 284318, 0, 159.96,56375.4, 112.478, 6.84978, 2.35056, 0, 0, 0, 0.415817, 10.8067, 115.302, 0, 0, 0, 0, 0, 0, 1.10003, 563611, 0, 0, 818303
