ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,FIRST_HS,FLIP_RATIO,LATCH,LONG_TXN_RATIO,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_HS,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,POS_HS,READ_PERC,REQ_PER_QUERY,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,YSPECIFIED_RATIO,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,8,false,YCSB,false,0,0, 0, 0, 0, 0, 93279,0,0,0,0, 93279, 0, 79.9822,85764.2, 0, 2.84859, 0.720792, 0, 0, 0, 1.3115, 43.6954, 0.0425105, 0, 0, 0, 0, 0, 0, 0.110604, 857451, 0, 0, 109553
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 29, 0, 0, 0, 64339,0,0,0,0, 64341, 0, 160,248674, 0.00414731, 3.03175, 0, 0, 0, 0, 0.2535, 11.749, 0.0627767, 0, 0, 0, 0, 0, 456303130, 141.722, 2486742, 0, 0, 2486673
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 50549,0,0,0,0, 50549, 0, 160,316520, 0, 31.3854, 20.3649, 0, 0, 0, 0.380089, 47.8283, 0.0743006, 0, 0, 0, 0, 0, 0, 95.4464, 3165200, 0, 0, 3165061
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 5, 0, 0, 0, 311319,0,0,0,0, 311323, 0, 160.003,51393.4, 0.00226926, 0.469217, 0, 0, 0, 0, 0.201855, 6.38316, 0.0131526, 0, 0, 0, 0, 0, 93248675, 148.335, 513943, 0, 0, 513934
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 52243,0,0,0,0, 52243, 0, 159.998,306257, 0, 43.7265, 32.8576, 0, 0, 0, 1.09378, 86.5132, 0.0763666, 0, 0, 0, 0, 0, 0, 33.1704, 3062530, 0, 0, 3050814
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 1340240,0,0,0,0, 1340240, 0, 160.013,11938.2, 0, 0.226404, 0, 0, 0, 0, 0.153504, 5.52159, 0.00370446, 0, 0, 0, 0, 0, 21906387, 149.611, 119391, 0, 0, 119390
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,16,false,YCSB,false,0,0, 0, 0, 0, 0, 95967,0,0,0,0, 95967, 0, 159.937,166724, 0, 7.82464, 2.63824, 0, 0, 0, 2.39024, 87.8359, 0.0703695, 0, 0, 0, 0, 0, 0, 0.757558, 1666580, 0, 0, 584997
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 13, 0, 0, 0, 149879,0,0,0,0, 149880, 0, 320.002,213503, 0.00148646, 3.85071, 0, 0, 0, 0, 0.369338, 12.8692, 0.0524382, 0, 0, 0, 0, 0, 390388399, 301.314, 2135046, 0, 0, 2135024
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 121136,0,0,0,0, 121136, 0, 320,264164, 0, 31.6437, 20.8988, 0, 0, 0, 0.348823, 48.0297, 0.0621343, 0, 0, 0, 0, 0, 0, 256.288, 2641647, 0, 0, 2641557
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 1, 0, 0, 0, 622181,0,0,0,0, 622181, 0, 320.013,51432, 2.7426e-05, 0.44756, 0, 0, 0, 0, 0.207875, 6.72463, 0.0127687, 0, 0, 0, 0, 0, 94358966, 307.969, 514341, 0, 0, 514340
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 138242,0,0,0,0, 138242, 0, 320,231477, 0, 71.3598, 60.7758, 0, 0, 0, 0.850635, 106.757, 0.0599802, 0, 0, 0, 0, 0, 0, 180.222, 2314771, 0, 0, 2314536
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 1, 0, 0, 0, 2664587,0,0,0,0, 2664588, 0, 320.049,12009.4, 8.2132e-05, 0.221711, 0, 0, 0, 0, 0.155124, 5.58326, 0.003797, 0, 0, 0, 0, 0, 22085555, 309.561, 120112, 0, 0, 120111
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,32,false,YCSB,false,0,0, 0, 0, 0, 0, 139918,0,0,0,0, 139918, 0, 319.936,228704, 0, 97.2583, 86.678, 0, 0, 0, 3.36398, 210.321, 0.102793, 0, 0, 0, 0, 0, 0, 5.69629, 2286585, 0, 0, 2136573
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 5, 0, 0, 0, 371386,0,0,0,0, 371387, 0, 640.006,172327, 0.000888019, 5.11156, 0, 0, 0, 0, 0.252679, 14.4673, 0.0445679, 0, 0, 0, 0, 0, 301511574, 620.849, 1723284, 0, 0, 1723282
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 328557,0,0,0,0, 328557, 0, 639.985,194791, 0, 20.3636, 9.82257, 0, 0, 0, 0.284616, 38.9503, 0.0497023, 0, 0, 0, 0, 0, 0, 586.789, 1947862, 0, 0, 1947861
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 1236771,0,0,0,0, 1236771, 0, 640.054,51747.7, 0, 0.435958, 0, 0, 0, 0, 0.230249, 7.34987, 0.0139372, 0, 0, 0, 0, 0, 89798478, 627.337, 517520, 0, 0, 517519
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 338567,0,0,0,0, 338567, 0, 639.992,189031, 0, 58.8815, 48.4684, 0, 0, 0, 0.934701, 91.9766, 0.0494246, 0, 0, 0, 0, 0, 0, 519.203, 1890290, 0, 0, 1890211
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 5296787,0,0,0,0, 5296787, 0, 640.196,12082.8, 0, 0.237091, 0, 0, 0, 0, 0.174986, 5.84633, 0.00449492, 0, 0, 0, 0, 0, 21446297, 629.413, 120865, 0, 0, 120864
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,64,false,YCSB,false,0,0, 0, 0, 0, 0, 484768,0,0,0,0, 484768, 0, 639.949,132022, 0, 505.201, 494.893, 0, 0, 0, 2.61255, 577.074, 0.0530563, 0, 0, 0, 0, 0, 0, 1.63796, 1320112, 0, 0, 1105544
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 2, 0, 0, 0, 1095390,0,0,0,0, 1095391, 0, 1199.91,109550, 0.00108844, 6.59005, 0, 0, 0, 0, 0.193326, 16.1185, 0.039549, 0, 0, 0, 0, 0, 185019415, 1180.39, 1095416, 0, 0, 1095415
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 1024966,0,0,0,0, 1024966, 0, 1199.91,117077, 0, 196.291, 186.098, 0, 0, 0, 0.228742, 215.251, 0.0417445, 0, 0, 0, 0, 0, 0, 971.81, 1170685, 0, 0, 1170681
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 2562782,0,0,0,0, 2562782, 0, 1200.03,46824.1, 0, 0.455889, 0, 0, 0, 0, 0.285897, 8.30866, 0.0190706, 0, 0, 0, 0, 0, 78429093, 1186.47, 468251, 0, 0, 468250
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 1100091,0,0,0,0, 1100091, 0, 1199.96,109082, 0, 1083.01, 1072.77, 0, 0, 0, 1.14562, 1110.26, 0.0393313, 0, 0, 0, 0, 0, 0, 68.3036, 1090782, 0, 0, 1088798
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 1, 0, 0, 0, 10539291,0,0,0,0, 10539291, 0, 1200.44,11386, 6.0176e-05, 0.351465, 0, 0, 0, 0, 0.231939, 10.1374, 0.00687271, 0, 0, 0, 0, 0, 19660786, 1185.31, 113901, 0, 0, 113900
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,120,false,YCSB,false,0,0, 0, 0, 0, 0, 3008871,0,0,0,0, 3008871, 0, 1200.02,39882.1, 0, 1155.41, 1145.5, 0, 0, 0, 1.69355, 1181.93, 0.020261, 0, 0, 0, 0, 0, 0, 0.310143, 398826, 0, 0, 12641
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 5346,0,0,0,0, 5346, 0, 10,187054, 0, 0.0892657, 0, 0, 0, 0, 0.365249, 1.48228, 0.0435726, 0, 0, 0, 0, 0, 83385899, 0, 1870542, 0, 0, 0
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 5642,0,0,0,0, 5642, 0, 10,177215, 0, 0.157456, 0.0442505, 0, 0, 0, 0.358966, 1.49629, 0.040942, 0, 0, 0, 0, 0, 0, 0, 1772146, 0, 0, 0
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 24885,0,0,0,0, 24885, 0, 10,40184.2, 0, 0.0689071, 0, 0, 0, 0, 0.217537, 1.51705, 0.00951506, 0, 0, 0, 0, 0, 13444334, 0, 401842, 0, 0, 0
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 25902,0,0,0,0, 25902, 0, 10,38606.1, 0, 0.0949279, 0.00938232, 0, 0, 0, 0.215188, 1.47897, 0.00928227, 0, 0, 0, 0, 0, 0, 0, 386061, 0, 0, 0
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 103350,0,0,0,0, 103350, 0, 10.0001,9675.82, 0, 0.0634194, 0, 0, 0, 0, 0.197484, 1.52441, 0.00308061, 0, 0, 0, 0, 0, 5068065, 0, 96759, 0, 0, 0
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,64,WR,0,true,100000000,false,1,false,YCSB,false,0,0, 0, 0, 0, 0, 107092,0,0,0,0, 107092, 0, 10.0001,9337.73, 0, 0.0820847, 0.00227984, 0, 0, 0, 0.187683, 1.47313, 0.00314205, 0, 0, 0, 0, 0, 0, 0, 93378, 0, 0, 0
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,2,false,YCSB,false,0,0, 34771, 0, 0, 0, 8954,0,0,0,0, 9210, 0, 19.9997,217193, 0.550789, 0.954465, 0, 0, 0, 0, 0.576044, 7.58619, 2.76443, 0, 0, 0, 0, 0, 326243974, 2.87304, 2171894, 0, 0, 1588923
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,4,WR,0,true,100000000,false,2,false,YCSB,false,0,0, 0, 0, 0, 0, 7488,0,0,0,0, 7488, 0, 19.9346,267089, 0, 2.15447, 0.734914, 0, 0, 0, 0.406922, 11.4393, 0.0619585, 0, 0, 0, 0, 0, 0, 0.190475, 2662159, 0, 0, 177580
